loss,accuracy,val_loss,val_accuracy,epoch,model,optimizer,parameter,parameter_value,dataset
0.6022294759750366,0.8448749780654907,245.85516357421875,0.09974999725818634,1,ResNet32,Adam,batch_size,512,mnist
0.06269828230142593,0.9807708263397217,0.8748899698257446,0.784583330154419,2,ResNet32,Adam,batch_size,512,mnist
0.039952352643013,0.987625002861023,0.3270912170410156,0.8994166851043701,3,ResNet32,Adam,batch_size,512,mnist
0.028492717072367668,0.9908750057220459,0.14537759125232697,0.9526666402816772,4,ResNet32,Adam,batch_size,512,mnist
0.02320573851466179,0.9926249980926514,0.05333862453699112,0.984333336353302,5,ResNet32,Adam,batch_size,512,mnist
0.020621037110686302,0.9930624961853027,0.08421281725168228,0.9739166498184204,6,ResNet32,Adam,batch_size,512,mnist
0.014635668136179447,0.995270848274231,0.09717807918787003,0.9699166417121887,7,ResNet32,Adam,batch_size,512,mnist
0.015005587600171566,0.9953333139419556,0.09292683750391006,0.9744166731834412,8,ResNet32,Adam,batch_size,512,mnist
0.010907577350735664,0.9964374899864197,0.04428241401910782,0.9869166612625122,9,ResNet32,Adam,batch_size,512,mnist
0.008539649657905102,0.9973750114440918,0.04664188623428345,0.9864166378974915,10,ResNet32,Adam,batch_size,512,mnist
0.00844045914709568,0.9974166750907898,0.04688926041126251,0.9866666793823242,11,ResNet32,Adam,batch_size,512,mnist
0.008799958042800426,0.9971458315849304,0.16434374451637268,0.9559999704360962,12,ResNet32,Adam,batch_size,512,mnist
0.008252282626926899,0.9971874952316284,0.047076985239982605,0.9871666431427002,13,ResNet32,Adam,batch_size,512,mnist
0.008270643651485443,0.9974791407585144,0.058747462928295135,0.98458331823349,14,ResNet32,Adam,batch_size,512,mnist
0.009186908602714539,0.9969791769981384,0.07071137428283691,0.9795833230018616,15,ResNet32,Adam,batch_size,512,mnist
0.006209039594978094,0.9981666803359985,0.040250927209854126,0.9888333082199097,16,ResNet32,Adam,batch_size,512,mnist
0.005795609671622515,0.9981041550636292,0.04566527158021927,0.9877499938011169,17,ResNet32,Adam,batch_size,512,mnist
0.002113885013386607,0.9994375109672546,0.04845268279314041,0.987333357334137,18,ResNet32,Adam,batch_size,512,mnist
0.0028888536617159843,0.9990000128746033,0.061730753630399704,0.98458331823349,19,ResNet32,Adam,batch_size,512,mnist
0.0034675830975174904,0.9988333582878113,0.0334533229470253,0.9909166693687439,20,ResNet32,Adam,batch_size,512,mnist
0.00784063246101141,0.9974791407585144,0.07476872950792313,0.9818333387374878,21,ResNet32,Adam,batch_size,512,mnist
0.00854957103729248,0.9973124861717224,0.101742684841156,0.9772499799728394,22,ResNet32,Adam,batch_size,512,mnist
0.004570867866277695,0.9986249804496765,0.03739215061068535,0.9907500147819519,23,ResNet32,Adam,batch_size,512,mnist
0.003203451866284013,0.9990000128746033,0.0637102797627449,0.984250009059906,24,ResNet32,Adam,batch_size,512,mnist
0.002201586030423641,0.9992708563804626,0.037002645432949066,0.9904166460037231,25,ResNet32,Adam,batch_size,512,mnist
0.001518739270977676,0.9995625019073486,0.04840490594506264,0.9882500171661377,26,ResNet32,Adam,batch_size,512,mnist
0.0014283122727647424,0.9996874928474426,0.048645976930856705,0.9885833263397217,27,ResNet32,Adam,batch_size,512,mnist
0.0013518414925783873,0.9996874928474426,0.1030735969543457,0.9760833382606506,28,ResNet32,Adam,batch_size,512,mnist
0.008001042529940605,0.9972291588783264,0.15285585820674896,0.9673333168029785,29,ResNet32,Adam,batch_size,512,mnist
0.006536372471600771,0.9978333115577698,0.13345585763454437,0.9681666493415833,30,ResNet32,Adam,batch_size,512,mnist
