loss,accuracy,val_loss,val_accuracy,epoch,model,optimizer,parameter,parameter_value,dataset
1.5579596757888794,0.4318000078201294,1.5182076692581177,0.4440999925136566,1,ResNet32,Adam,batch_size,32,cifar10
1.0813302993774414,0.6118249893188477,1.0826036930084229,0.626800000667572,2,ResNet32,Adam,batch_size,32,cifar10
0.8658620119094849,0.6927499771118164,1.0303231477737427,0.641700029373169,3,ResNet32,Adam,batch_size,32,cifar10
0.7297335267066956,0.7452499866485596,0.8335694074630737,0.7253000140190125,4,ResNet32,Adam,batch_size,32,cifar10
0.6357259154319763,0.778249979019165,0.7489787340164185,0.7522000074386597,5,ResNet32,Adam,batch_size,32,cifar10
0.5556527376174927,0.8064749836921692,0.7072255611419678,0.760200023651123,6,ResNet32,Adam,batch_size,32,cifar10
0.49261367321014404,0.8274250030517578,0.6553905010223389,0.7817000150680542,7,ResNet32,Adam,batch_size,32,cifar10
0.43658730387687683,0.8475000262260437,0.6245445609092712,0.7915999889373779,8,ResNet32,Adam,batch_size,32,cifar10
0.379325270652771,0.8686500191688538,0.7070785164833069,0.7784000039100647,9,ResNet32,Adam,batch_size,32,cifar10
0.3356667757034302,0.8824750185012817,0.652799129486084,0.7894999980926514,10,ResNet32,Adam,batch_size,32,cifar10
0.29523617029190063,0.8984000086784363,0.722158670425415,0.7786999940872192,11,ResNet32,Adam,batch_size,32,cifar10
0.2587224841117859,0.908174991607666,0.7027629613876343,0.7944999933242798,12,ResNet32,Adam,batch_size,32,cifar10
0.2214060127735138,0.922950029373169,0.8636765480041504,0.7703999876976013,13,ResNet32,Adam,batch_size,32,cifar10
0.19863943755626678,0.9279249906539917,0.7828443646430969,0.7788000106811523,14,ResNet32,Adam,batch_size,32,cifar10
0.17564667761325836,0.937375009059906,0.8876643776893616,0.7767000198364258,15,ResNet32,Adam,batch_size,32,cifar10
0.15879669785499573,0.9440249800682068,0.8453056812286377,0.7843999862670898,16,ResNet32,Adam,batch_size,32,cifar10
0.13858090341091156,0.95107501745224,0.8113333582878113,0.8007000088691711,17,ResNet32,Adam,batch_size,32,cifar10
0.11909347772598267,0.9575999975204468,0.8188834190368652,0.8044000267982483,18,ResNet32,Adam,batch_size,32,cifar10
0.11272969096899033,0.9593250155448914,0.7907525897026062,0.8061000108718872,19,ResNet32,Adam,batch_size,32,cifar10
0.10850964486598969,0.961650013923645,0.8655861616134644,0.7950000166893005,20,ResNet32,Adam,batch_size,32,cifar10
0.09442100673913956,0.966575026512146,0.8330338597297668,0.8046000003814697,21,ResNet32,Adam,batch_size,32,cifar10
0.09407669305801392,0.9674249887466431,1.1436060667037964,0.7663999795913696,22,ResNet32,Adam,batch_size,32,cifar10
0.0815291628241539,0.9721999764442444,0.931121289730072,0.7907999753952026,23,ResNet32,Adam,batch_size,32,cifar10
0.08436031639575958,0.9707000255584717,1.0394624471664429,0.7928000092506409,24,ResNet32,Adam,batch_size,32,cifar10
0.07143248617649078,0.9754499793052673,0.9705134630203247,0.7968000173568726,25,ResNet32,Adam,batch_size,32,cifar10
0.06899303942918777,0.9753999710083008,0.9555600881576538,0.8080999851226807,26,ResNet32,Adam,batch_size,32,cifar10
0.07129088044166565,0.9746749997138977,0.8335403203964233,0.8104000091552734,27,ResNet32,Adam,batch_size,32,cifar10
0.06477978825569153,0.977275013923645,1.0405360460281372,0.7998999953269958,28,ResNet32,Adam,batch_size,32,cifar10
0.06041094288229942,0.9786750078201294,0.9452497363090515,0.8069999814033508,29,ResNet32,Adam,batch_size,32,cifar10
0.05919669196009636,0.979324996471405,1.1232950687408447,0.7925000190734863,30,ResNet32,Adam,batch_size,32,cifar10
