loss,accuracy,val_loss,val_accuracy,epoch,model,optimizer,parameter,parameter_value,dataset
2.0174717903137207,0.2542249858379364,1.959442377090454,0.3449999988079071,1,ResNet32,RMSprop,learning_rate,0.1,cifar10
1.5894097089767456,0.4165250062942505,1.6596267223358154,0.4065000116825104,2,ResNet32,RMSprop,learning_rate,0.1,cifar10
1.4195661544799805,0.4870249927043915,2.4364373683929443,0.36059999465942383,3,ResNet32,RMSprop,learning_rate,0.1,cifar10
1.3074599504470825,0.5313249826431274,1.8714975118637085,0.4519999921321869,4,ResNet32,RMSprop,learning_rate,0.1,cifar10
1.2277642488479614,0.5626749992370605,1.4468072652816772,0.5153999924659729,5,ResNet32,RMSprop,learning_rate,0.1,cifar10
1.1778696775436401,0.5828750133514404,1.199161171913147,0.583899974822998,6,ResNet32,RMSprop,learning_rate,0.1,cifar10
1.123996376991272,0.6011750102043152,1.2901184558868408,0.5672000050544739,7,ResNet32,RMSprop,learning_rate,0.1,cifar10
1.0997322797775269,0.6172749996185303,1.1988651752471924,0.5824999809265137,8,ResNet32,RMSprop,learning_rate,0.1,cifar10
1.0602751970291138,0.6252999901771545,1.0907546281814575,0.6194999814033508,9,ResNet32,RMSprop,learning_rate,0.1,cifar10
1.0399311780929565,0.633899986743927,1.2518433332443237,0.5885999798774719,10,ResNet32,RMSprop,learning_rate,0.1,cifar10
1.0162670612335205,0.6464499831199646,1.551803469657898,0.5550000071525574,11,ResNet32,RMSprop,learning_rate,0.1,cifar10
1.0095937252044678,0.652899980545044,1.4614018201828003,0.5692999958992004,12,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.9594922661781311,0.6653500199317932,1.4366998672485352,0.5616999864578247,13,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.940283477306366,0.677649974822998,1.0957489013671875,0.6298999786376953,14,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.9269142746925354,0.6822749972343445,1.181158185005188,0.6227999925613403,15,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.8997158408164978,0.6897000074386597,1.0518391132354736,0.6428999900817871,16,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.8726601600646973,0.6970250010490417,1.1584805250167847,0.6420000195503235,17,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.8568878173828125,0.7030749917030334,1.1081231832504272,0.6675000190734863,18,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.8537594676017761,0.7090499997138977,1.169303059577942,0.6654000282287598,19,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.8327953219413757,0.71732497215271,1.0553942918777466,0.6456000208854675,20,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.8241056799888611,0.7195749878883362,0.9314746260643005,0.6879000067710876,21,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.8086200952529907,0.7253749966621399,0.9854856729507446,0.6686999797821045,22,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.787909984588623,0.7326750159263611,1.3571593761444092,0.6521000266075134,23,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.7650392651557922,0.7365999817848206,1.042931079864502,0.6769999861717224,24,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.7580294013023376,0.741225004196167,1.1324560642242432,0.6674000024795532,25,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.7442184090614319,0.7478500008583069,1.4759355783462524,0.6193000078201294,26,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.7401220202445984,0.7507249712944031,2.3317697048187256,0.5906999707221985,27,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.7094305753707886,0.7524750232696533,1.1131333112716675,0.6721000075340271,28,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.6940386891365051,0.7598000168800354,1.102471947669983,0.6726999878883362,29,ResNet32,RMSprop,learning_rate,0.1,cifar10
0.6903789043426514,0.7633000016212463,1.082533597946167,0.6886000037193298,30,ResNet32,RMSprop,learning_rate,0.1,cifar10
