loss,accuracy,val_loss,val_accuracy,epoch,model,optimizer,parameter,parameter_value,dataset
1.9039841890335083,0.33559998869895935,2.9348769187927246,0.15850000083446503,1,ResNet32,RMSprop,batch_size,512,cifar10
1.353310465812683,0.5060999989509583,4.2024993896484375,0.19539999961853027,2,ResNet32,RMSprop,batch_size,512,cifar10
1.080068826675415,0.6108250021934509,3.373115301132202,0.2838999927043915,3,ResNet32,RMSprop,batch_size,512,cifar10
0.9038653373718262,0.677524983882904,3.5726473331451416,0.28790000081062317,4,ResNet32,RMSprop,batch_size,512,cifar10
0.7616591453552246,0.7261750102043152,4.834855556488037,0.31700000166893005,5,ResNet32,RMSprop,batch_size,512,cifar10
0.6609106063842773,0.7663499712944031,1.9287437200546265,0.47690001130104065,6,ResNet32,RMSprop,batch_size,512,cifar10
0.5562054514884949,0.8029249906539917,2.676048517227173,0.4578000009059906,7,ResNet32,RMSprop,batch_size,512,cifar10
0.471815824508667,0.8319000005722046,1.741210699081421,0.5590000152587891,8,ResNet32,RMSprop,batch_size,512,cifar10
0.4036359488964081,0.8570749759674072,1.5286121368408203,0.5989999771118164,9,ResNet32,RMSprop,batch_size,512,cifar10
0.3349362909793854,0.8807500004768372,2.425536870956421,0.534600019454956,10,ResNet32,RMSprop,batch_size,512,cifar10
0.27716732025146484,0.901324987411499,3.0077567100524902,0.45739999413490295,11,ResNet32,RMSprop,batch_size,512,cifar10
0.23368075489997864,0.9156749844551086,1.6663074493408203,0.614799976348877,12,ResNet32,RMSprop,batch_size,512,cifar10
0.200330913066864,0.9292250275611877,2.1812148094177246,0.5625,13,ResNet32,RMSprop,batch_size,512,cifar10
0.17093664407730103,0.9397000074386597,3.030691623687744,0.5062999725341797,14,ResNet32,RMSprop,batch_size,512,cifar10
0.15452997386455536,0.946524977684021,2.4988198280334473,0.5584999918937683,15,ResNet32,RMSprop,batch_size,512,cifar10
0.13185526430606842,0.9533249735832214,4.094217300415039,0.482699990272522,16,ResNet32,RMSprop,batch_size,512,cifar10
0.12332508713006973,0.9577749967575073,2.3948814868927,0.5859000086784363,17,ResNet32,RMSprop,batch_size,512,cifar10
0.11231040209531784,0.9609749913215637,1.883864402770996,0.6542999744415283,18,ResNet32,RMSprop,batch_size,512,cifar10
0.10468374192714691,0.9636750221252441,2.437753438949585,0.6201000213623047,19,ResNet32,RMSprop,batch_size,512,cifar10
0.09933027625083923,0.964900016784668,3.7136409282684326,0.4837999939918518,20,ResNet32,RMSprop,batch_size,512,cifar10
0.09185615181922913,0.968999981880188,3.1204965114593506,0.565500020980835,21,ResNet32,RMSprop,batch_size,512,cifar10
0.08620557188987732,0.9698749780654907,3.17995285987854,0.5806000232696533,22,ResNet32,RMSprop,batch_size,512,cifar10
0.08231261372566223,0.970674991607666,2.609747886657715,0.6270999908447266,23,ResNet32,RMSprop,batch_size,512,cifar10
0.0804000049829483,0.9719499945640564,4.085353374481201,0.5267999768257141,24,ResNet32,RMSprop,batch_size,512,cifar10
0.07016687095165253,0.9767000079154968,2.9160468578338623,0.585099995136261,25,ResNet32,RMSprop,batch_size,512,cifar10
0.07238547503948212,0.9748250246047974,2.3546719551086426,0.6208000183105469,26,ResNet32,RMSprop,batch_size,512,cifar10
0.06621600687503815,0.9759250283241272,2.92266845703125,0.5842999815940857,27,ResNet32,RMSprop,batch_size,512,cifar10
0.0684690847992897,0.9768499732017517,2.8291561603546143,0.5849000215530396,28,ResNet32,RMSprop,batch_size,512,cifar10
0.06254390627145767,0.9783999919891357,3.364305019378662,0.5526999831199646,29,ResNet32,RMSprop,batch_size,512,cifar10
0.05761587619781494,0.9796749949455261,2.798663854598999,0.6116999983787537,30,ResNet32,RMSprop,batch_size,512,cifar10
