loss,accuracy,val_loss,val_accuracy,epoch,model,optimizer,parameter,parameter_value,dataset
23.884523391723633,0.20440000295639038,1.9816956520080566,0.27390000224113464,1,DenseNet,Adam,batch_size,32,cifar10
1.9722720384597778,0.27572500705718994,1.995141625404358,0.28189998865127563,2,DenseNet,Adam,batch_size,32,cifar10
1.9238330125808716,0.2971999943256378,1.8987149000167847,0.31349998712539673,3,DenseNet,Adam,batch_size,32,cifar10
1.8761869668960571,0.31482499837875366,1.8850613832473755,0.2973000109195709,4,DenseNet,Adam,batch_size,32,cifar10
1.8489253520965576,0.32852500677108765,1.9592101573944092,0.2856999933719635,5,DenseNet,Adam,batch_size,32,cifar10
1.819115400314331,0.34252500534057617,1.7975664138793945,0.3472999930381775,6,DenseNet,Adam,batch_size,32,cifar10
1.804937720298767,0.3469499945640564,1.7732398509979248,0.34950000047683716,7,DenseNet,Adam,batch_size,32,cifar10
1.7783650159835815,0.3591499924659729,1.7955584526062012,0.3458999991416931,8,DenseNet,Adam,batch_size,32,cifar10
1.748273491859436,0.3659000098705292,1.7523434162139893,0.36649999022483826,9,DenseNet,Adam,batch_size,32,cifar10
1.7243613004684448,0.3789750039577484,1.7335963249206543,0.38440001010894775,10,DenseNet,Adam,batch_size,32,cifar10
1.7023296356201172,0.3875750005245209,1.6787470579147339,0.39100000262260437,11,DenseNet,Adam,batch_size,32,cifar10
1.6785773038864136,0.39672499895095825,1.6542960405349731,0.40720000863075256,12,DenseNet,Adam,batch_size,32,cifar10
1.656615972518921,0.40450000762939453,1.6168111562728882,0.4131999909877777,13,DenseNet,Adam,batch_size,32,cifar10
1.6428302526474,0.4103499948978424,1.6190043687820435,0.41819998621940613,14,DenseNet,Adam,batch_size,32,cifar10
1.6212236881256104,0.41827499866485596,1.6239489316940308,0.412200003862381,15,DenseNet,Adam,batch_size,32,cifar10
1.604882001876831,0.4246000051498413,1.6230965852737427,0.42879998683929443,16,DenseNet,Adam,batch_size,32,cifar10
1.5933616161346436,0.4268999993801117,1.6589486598968506,0.4108999967575073,17,DenseNet,Adam,batch_size,32,cifar10
1.5761889219284058,0.43332499265670776,1.620839238166809,0.41999998688697815,18,DenseNet,Adam,batch_size,32,cifar10
1.5673065185546875,0.4375999867916107,1.6042407751083374,0.4230000078678131,19,DenseNet,Adam,batch_size,32,cifar10
1.556950569152832,0.44042500853538513,1.6400467157363892,0.4205999970436096,20,DenseNet,Adam,batch_size,32,cifar10
1.5527821779251099,0.44142499566078186,1.6540882587432861,0.40380001068115234,21,DenseNet,Adam,batch_size,32,cifar10
1.5378426313400269,0.4476499855518341,1.5821572542190552,0.4343999922275543,22,DenseNet,Adam,batch_size,32,cifar10
1.5327768325805664,0.44804999232292175,1.6403254270553589,0.4115999937057495,23,DenseNet,Adam,batch_size,32,cifar10
1.524108648300171,0.4532249867916107,1.5996766090393066,0.4302000105381012,24,DenseNet,Adam,batch_size,32,cifar10
1.5249838829040527,0.4498000144958496,1.5999029874801636,0.42419999837875366,25,DenseNet,Adam,batch_size,32,cifar10
1.5119844675064087,0.45637500286102295,1.6066912412643433,0.42559999227523804,26,DenseNet,Adam,batch_size,32,cifar10
1.5061639547348022,0.4591749906539917,1.5758280754089355,0.4350999891757965,27,DenseNet,Adam,batch_size,32,cifar10
1.5012147426605225,0.4607999920845032,1.5992563962936401,0.430400013923645,28,DenseNet,Adam,batch_size,32,cifar10
1.4959827661514282,0.4611000120639801,1.6104780435562134,0.41999998688697815,29,DenseNet,Adam,batch_size,32,cifar10
1.4945765733718872,0.46392500400543213,1.5482347011566162,0.4415999948978424,30,DenseNet,Adam,batch_size,32,cifar10
